Process	GSsize	Group
WP_GPCRS_CLASS_B_SECRETINLIKE	24	C2
WP_IL9_SIGNALING_PATHWAY	19	C2
WP_OXIDATIVE_STRESS	34	C2
WP_ENDOCHONDRAL_OSSIFICATION	65	C2
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	11	C2
WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN	8	C2
WP_COMPLEMENT_AND_COAGULATION_CASCADES	59	C2
WP_CELL_CYCLE	122	C2
WP_ENDOTHELIN_PATHWAYS	34	C2
WP_MATRIX_METALLOPROTEINASES	30	C2
WP_OXIDATION_BY_CYTOCHROME_P450	63	C2
WP_APOPTOSIS	86	C2
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	42	C2
WP_IL6_SIGNALING_PATHWAY	43	C2
WP_NUCLEAR_RECEPTORS	39	C2
WP_TYPE_II_DIABETES_MELLITUS	22	C2
WP_P38_MAPK_SIGNALING_PATHWAY	34	C2
WP_IRON_METABOLISM_IN_PLACENTA	12	C2
WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH	48	C2
WP_TNF_ALPHA_SIGNALING_PATHWAY	94	C2
WP_NUCLEOTIDE_METABOLISM	19	C2
WP_APOPTOSIS_MODULATION_AND_SIGNALING	93	C2
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	25	C2
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	17	C2
WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY	55	C2
WP_DNA_MISMATCH_REPAIR	23	C2
WP_WNT_SIGNALING	117	C2
WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA	9	C2
WP_SULINDAC_METABOLIC_PATHWAY	5	C2
WP_ESTROGEN_SIGNALING_PATHWAY	23	C2
WP_FAS_LIGAND_FASL_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS_HSP_REGULATION	44	C2
WP_HYPERTROPHY_MODEL	20	C2
WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH	16	C2
WP_CANNABINOID_RECEPTOR_SIGNALING	29	C2
WP_EFFECTS_OF_NITRIC_OXIDE	8	C2
WP_RETINOBLASTOMA_GENE_IN_CANCER	88	C2
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	19	C2
WP_ACE_INHIBITOR_PATHWAY	17	C2
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	53	C2
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	66	C2
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS	59	C2
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	68	C2
WP_CARDIAC_HYPERTROPHIC_RESPONSE	57	C2
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING	17	C2
WP_EPO_RECEPTOR_SIGNALING	26	C2
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER	54	C2
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR	9	C2
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY	70	C2
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	144	C2
WP_TRIACYLGLYCERIDE_SYNTHESIS	26	C2
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	131	C2
WP_OSTEOCLAST_SIGNALING	16	C2
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	40	C2
WP_PEPTIDE_GPCRS	75	C2
WP_COMPOSITION_OF_LIPID_PARTICLES	10	C2
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY	41	C2
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	38	C2
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	91	C2
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY	20	C2
WP_MEVALONATE_PATHWAY	7	C2
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	42	C2
WP_NAD_BIOSYNTHETIC_PATHWAYS	22	C2
WP_BIOGENIC_AMINE_SYNTHESIS	16	C2
WP_HEDGEHOG_SIGNALING_PATHWAY	44	C2
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING	37	C2
WP_MACROPHAGE_MARKERS	9	C2
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING	23	C2
WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM	32	C2
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	26	C2
WP_HOMOLOGOUS_RECOMBINATION	13	C2
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	25	C2
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	31	C2
WP_ERBB_SIGNALING_PATHWAY	91	C2
WP_INTERLEUKIN11_SIGNALING_PATHWAY	44	C2
WP_FATTY_ACID_OMEGA_OXIDATION	15	C2
WP_VITAMIN_D_RECEPTOR_PATHWAY	185	C2
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	309	C2
WP_IL4_SIGNALING_PATHWAY	55	C2
WP_WNT_SIGNALING_PATHWAY_NETPATH	53	C2
WP_IL3_SIGNALING_PATHWAY	49	C2
WP_CELL_DIFFERENTIATION_INDEX_EXPANDED	50	C2
WP_MONOAMINE_TRANSPORT	32	C2
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	91	C2
WP_GASTRIC_ACID_PRODUCTION	7	C2
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	54	C2
WP_SMALL_LIGAND_GPCRS	19	C2
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	437	C2
WP_GANGLIO_SPHINGOLIPID_METABOLISM	13	C2
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER	103	C2
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY	89	C2
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	17	C2
WP_CILIARY_LANDSCAPE	219	C2
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS	28	C2
WP_PI3KAKT_SIGNALING_PATHWAY	345	C2
WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS	18	C2
WP_NONSMALL_CELL_LUNG_CANCER	72	C2
WP_BREAST_CANCER_PATHWAY	156	C2
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	44	C2
WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS	11	C2
WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING	6	C2
WP_CALORIC_RESTRICTION_AND_AGING	8	C2
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY	42	C2
WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION	33	C2
WP_THERMOGENESIS	108	C2
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES	17	C2
WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS	23	C2
WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS	12	C2
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA	59	C2
WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY	20	C2
WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION	16	C2
WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS	13	C2
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL	21	C2
WP_MTHFR_DEFICIENCY	27	C2
WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME	39	C2
WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT	9	C2
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	74	C2
WP_RETT_SYNDROME_CAUSING_GENES	49	C2
WP_GENOTOXICITY_PATHWAY	63	C2
WP_NRF2ARE_REGULATION	23	C2
WP_LIPID_METABOLISM_PATHWAY	29	C2
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	54	C2
WP_RAS_SIGNALING	185	C2
WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES	17	C2
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS	22	C2
WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS	5	C2
WP_FERROPTOSIS	40	C2
WP_DISORDERS_OF_THE_KREBS_CYCLE	7	C2
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	164	C2
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA	36	C2
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	16	C2
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES	22	C2
WP_THIAMINE_METABOLIC_PATHWAYS	9	C2
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	31	C2
WP_VIRAL_ACUTE_MYOCARDITIS	87	C2
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	13	C2
WP_VITAMIN_B12_DISORDERS	13	C2
WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER	5	C2
WP_OMEGA9_FA_SYNTHESIS	16	C2
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	56	C2
WP_NETRINUNC5B_SIGNALING_PATHWAY	52	C2
WP_CANONICAL_NFKB_PATHWAY	8	C2
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY	25	C2
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY	37	C2
WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT	40	C2
WP_22Q112_DELETION_SYNDROME	102	C2
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER	44	C2
WP_OMEGA3OMEGA6_FA_SYNTHESIS	15	C2
WP_CYSTEINE_AND_METHIONINE_CATABOLISM	15	C2
WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS	95	C2
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	31	C2
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE	13	C2
WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR	25	C2
WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA	22	C2
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY	12	C2
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION	29	C2
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT	41	C2
WP_MOLYBDENUM_COFACTOR_MOCO_BIOSYNTHESIS	7	C2
WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA	38	C2
WP_HEPATITIS_B_INFECTION	154	C2
WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION	13	C2
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	35	C2
WP_FRAGILE_X_SYNDROME	122	C2
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS	48	C2
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	160	C2
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS	17	C2
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	18	C2
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES	7	C2
WP_GAMMAGLUTAMYL_CYCLE_FOR_THE_BIOSYNTHESIS_AND_DEGRADATION_OF_GLUTATHIONE_INCLUDING_DISEASES	9	C2
WP_MELANOMA	68	C2
WP_PROXIMAL_TUBULE_TRANSPORT	58	C2
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS	25	C2
WP_GDNFRET_SIGNALLING_AXIS	23	C2
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_INCLUDING_DISEASES	16	C2
WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS	12	C2
WP_THE_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING	40	C2
WP_IL18_SIGNALING_PATHWAY	279	C2
WP_EICOSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_CYP_PATHWAY	9	C2
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION	6	C2
WP_HIPPOYAP_SIGNALING_PATHWAY	23	C2
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	51	C2
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	123	C2
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY	79	C2
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS	18	C2
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR	103	C2
WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	27	C2
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	46	C2
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	48	C2
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING	99	C2
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	40	C2
WP_GLYCOSAMINOGLYCAN_DEGRADATION	17	C2
WP_UREA_CYCLE_AND_RELATED_DISEASES	9	C2
WP_SMALL_CELL_LUNG_CANCER	98	C2
WP_JOUBERT_SYNDROME	77	C2
WP_KETOGENESIS_AND_KETOLYSIS	8	C2
WP_CYTOSOLIC_DNASENSING_PATHWAY	74	C2
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	27	C2
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	84	C2
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	14	C2
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	15	C2
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	12	C2
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	23	C2
WP_METABOLISM_OF_ALPHALINOLENIC_ACID	7	C2
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS	44	C2
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING	16	C2
WP_NUCLEOTIDE_EXCISION_REPAIR	44	C2
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	7	C2
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE	15	C2
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS	21	C2
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX	30	C2
WP_OSTEOBLAST_DIFFERENTIATION	119	C2
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	47	C2
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION	40	C2
WP_PURINERGIC_SIGNALING	34	C2
WP_GENES_INVOLVED_IN_MALE_INFERTILITY	155	C2
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	76	C2
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX	29	C2
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION	29	C2
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME	79	C2
WP_BASE_EXCISION_REPAIR	31	C2
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	22	C2
WP_SPHINGOLIPID_METABOLISM_GENERAL_OVERVIEW	24	C2
WP_NEPHROTIC_SYNDROME	45	C2
WP_PROTEOGLYCAN_BIOSYNTHESIS	19	C2
WP_GASTRIN_SIGNALING_PATHWAY	114	C2
WP_SARSCOV2_AND_ANGIOTENSINCONVERTING_ENZYME_2_RECEPTOR_MOLECULAR_MECHANISMS	7	C2
WP_COVID19_THROMBOSIS_AND_ANTICOAGULATION	7	C2
WP_SOMITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS	9	C2
WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA	33	C2
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS	13	C2
WP_MED_AND_PSEUDOACHONDROPLASIA_GENES	6	C2
WP_PURINE_METABOLISM	13	C2
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2	7	C2
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV	34	C2
WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX	21	C2
WP_THE_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_THAT_CONTRIBUTE_TO_A_RANGE_OF_LMNA_LAMINOPATHIES	60	C2
WP_UNFOLDED_PROTEIN_RESPONSE	25	C2
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME	15	C2
WP_CILIOPATHIES	184	C2
WP_MITOCHONDRIAL_CIV_ASSEMBLY	36	C2
WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER	16	C2
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME	21	C2
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	65	C2
WP_CELLULAR_PROTEOSTASIS	7	C2
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS	62	C2
WP_SOMATIC_SEX_DETERMINATION	15	C2
WP_COVID19_ADVERSE_OUTCOME_PATHWAY	15	C2
WP_LDLRAD4_AND_WHAT_WE_KNOW_ABOUT_IT	8	C2
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	31	C2
WP_GENES_CONTROLLING_RENAL_NEPHROGENESIS	38	C2
WP_MITOCHONDRIAL_CIII_ASSEMBLY	16	C2
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	33	C2
WP_NO_METABOLISM_IN_CYSTIC_FIBROSIS	13	C2
WP_NEUROINFLAMMATION	13	C2
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	26	C2
WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY	31	C2
WP_MITOCHONDRIAL_CII_ASSEMBLY	8	C2
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY	27	C2
WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2	8	C2
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	47	C2
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS	22	C2
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_AUTOPHAGY	19	C2
WP_AUTOPHAGY	30	C2
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	40	C2
WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE	8	C2
WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION	17	C2
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING	36	C2
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_INTERFERON_INDUCTION	33	C2
MIR153_5P	1070	C3
MIR8485	1034	C3
MIR3662	966	C3
MIR607	981	C3
MIR616_5P	961	C3
MIR371B_5P	959	C3
MIR373_5P	956	C3
MIR6867_5P	884	C3
MIR12136	1003	C3
MIR548AJ_3P_MIR548X_3P	913	C3
MIR3646	865	C3
MIR1277_5P	901	C3
MIR651_3P	816	C3
MIR335_3P	883	C3
MIR520D_5P	939	C3
MIR524_5P	941	C3
MIR548AE_3P_MIR548AQ_3P	786	C3
MIR548AH_3P_MIR548AM_3P	783	C3
MIR548J_3P	783	C3
MIR3658	819	C3
MIR570_3P	770	C3
MIR5688	788	C3
MIR4795_3P	728	C3
MIR548E_5P	746	C3
MIR5696	704	C3
MIR340_5P	791	C3
LET_7A_3P	723	C3
MIR4262	769	C3
MIR30B_5P_MIR30C_5P	785	C3
MIR30D_5P	781	C3
MIR30E_5P	781	C3
MIR98_3P	725	C3
MIR30A_5P	780	C3
LET_7F_1_3P	721	C3
LET_7B_3P	721	C3
MIR495_3P	706	C3
MIR5582_3P	674	C3
MIR4729	717	C3
MIR4659A_3P_MIR4659B_3P	680	C3
MIR7_1_3P	654	C3
MIR7_2_3P	652	C3
MIR3671	641	C3
MIR4698	643	C3
MIR95_5P	672	C3
MIR1468_3P	644	C3
MIR548N	617	C3
MIR4328	579	C3
MIR548D_3P	611	C3
MIR548H_3P_MIR548Z	611	C3
MIR302C_5P	580	C3
MIR548BB_3P	605	C3
MIR548AC	610	C3
MIR548P	600	C3
MIR23A_3P_MIR23B_3P	592	C3
MIR23C	594	C3
MIR6809_3P	558	C3
MIR559	557	C3
MIR3121_3P	646	C3
MIR1297	626	C3
MIR548AR_3P	575	C3
MIR10527_5P	592	C3
MIR3529_3P	547	C3
MIR4728_5P	570	C3
MIR19A_3P	649	C3
MIR548AW	601	C3
MIR106B_5P	680	C3
MIR19B_3P	651	C3
MIR548AA_MIR548AP_3P_MIR548T_3P	548	C3
MIR20A_5P	671	C3
MIR9983_3P	466	C3
MIR506_3P	748	C3
MIR579_3P	509	C3
MIR124_3P	746	C3
MIR3680_3P	536	C3
MIR664B_3P	503	C3
MIR186_5P	567	C3
MIR181A_5P_MIR181B_5P	600	C3
MIR181D_5P	599	C3
MIR181C_5P	601	C3
MIR4719	526	C3
MIR4753_3P	559	C3
MIR4666A_3P	547	C3
MIR126_5P	465	C3
MIR548Y	505	C3
MIR4668_5P	473	C3
MIR551B_5P	508	C3
MIR548BB_5P	499	C3
MIR548AR_5P	502	C3
LET_7C_3P	577	C3
MIR548AD_5P_MIR548AE_5P_MIR548AY_5P_MIR548B_5P_MIR548D_5P	497	C3
MIR548AK_MIR548AM_5P_MIR548C_5P_MIR548H_5P_MIR548O_5P_MIR548AU_5P	496	C3
MIR548O_5P_MIR548W	496	C3
MIR144_3P	495	C3
MIR548AB	496	C3
MIR548AS_5P	494	C3
MIR1250_3P	504	C3
MIR548A_5P	496	C3
MIR548AQ_5P	498	C3
MIR513A_3P_MIR513C_3P	449	C3
MIR548I	494	C3
MIR548AP_5P_MIR548J_5P	494	C3
MIR4482_3P	480	C3
MIR106A_5P	642	C3
MIR6785_5P	514	C3
MIR17_5P	625	C3
MIR561_3P	497	C3
MIR627_3P	470	C3
MIR429	511	C3
MIR182_5P	569	C3
MIR1305	514	C3
MIR20B_5P	616	C3
MIR27A_3P_MIR27B_3P	623	C3
MIR93_5P	615	C3
MIR526B_3P	610	C3
MIR519D_3P	612	C3
MIR9985	623	C3
MIR3133	515	C3
MIR450B_5P	485	C3
MIR548F_3P	488	C3
MIR3143	466	C3
MIR4803	459	C3
MIR548BC	485	C3
MIR548AZ_3P	490	C3
MIR548A_3P	485	C3
MIR4306	474	C3
MIR15A_5P	582	C3
MIR4495	483	C3
MIR548E_3P	485	C3
MIR195_5P	581	C3
MIR15B_5P	579	C3
MIR200B_3P	502	C3
MIR16_5P	579	C3
MIR200C_3P	501	C3
MIR3065_5P	466	C3
MIR137_3P	531	C3
MIR12123	502	C3
MIR1283	477	C3
MIR338_5P	478	C3
MIR3688_3P	417	C3
MIR4422	447	C3
MIR300	449	C3
MIR4261	442	C3
MIR101_3P	459	C3
MIR381_3P	449	C3
MIR655_3P	423	C3
MIR374C_5P	422	C3
MIR4307	436	C3
MIR656_3P	404	C3
MIR5680	469	C3
MIR129_5P	372	C3
MIR6124	450	C3
MIR7110_3P	403	C3
MIR548F_5P	485	C3
MIR548AJ_5P_MIR548G_5P_MIR548X_5P	485	C3
MIR494_3P	382	C3
MIR196A_1_3P	404	C3
MIR32_5P	477	C3
MIR33A_3P	432	C3
MIR6838_5P	533	C3
MIR92A_3P	477	C3
MIR8068	401	C3
MIR374A_5P	435	C3
MIR92B_3P	474	C3
MIR3606_3P	363	C3
MIR944	424	C3
MIR6833_3P	405	C3
MIR6825_5P	416	C3
MIR26A_5P	492	C3
MIR149_3P	435	C3
MIR26B_5P	492	C3
MIR424_5P	519	C3
MIR497_5P	519	C3
MIR6885_3P	408	C3
MIR548AZ_5P	427	C3
MIR548T_5P	423	C3
MIR5692B_MIR5692C	408	C3
MIR4672	364	C3
MIR205_3P	412	C3
MIR4500	519	C3
MIR6835_3P	451	C3
MIR493_5P	462	C3
MIR141_3P	398	C3
MIR200A_3P	395	C3
MIR4531	334	C3
MIR466	414	C3
MIR7159_5P	373	C3
MIR6875_3P	397	C3
MIR664A_3P	416	C3
MIR545_3P	380	C3
MIR4492	416	C3
MIR4311	372	C3
MIR539_5P	388	C3
MIR6873_3P	382	C3
MIR6883_5P	407	C3
MIR7856_5P	408	C3
MIR4699_3P	488	C3
MIR9_5P	483	C3
MIR4251	400	C3
MIR4799_5P	406	C3
MIR302E	477	C3
MIR128_3P	451	C3
MIR4755_5P	365	C3
MIR510_3P	376	C3
MIR216A_3P	452	C3
MIR367_3P	426	C3
MIR363_3P	425	C3
MIR4789_3P	343	C3
MIR582_5P	365	C3
MIR454_3P	433	C3
MIR5006_3P	366	C3
MIR25_3P	420	C3
MIR548AT_5P	355	C3
MIR1185_1_3P_MIR1185_2_3P	409	C3
MIR203A_3P	372	C3
MIR576_5P	348	C3
MIR30D_3P	391	C3
